"hatchery","stock","release_site","brood_year","tag_code","first_release_month","first_release_doy","last_release_doy","avg_weight","release_age","avg_length","Releases","Raw_Recoveries","Exp_Recoveries","SampleRate_obs","Raw_SAR","Expanded_Tags_Type"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632589",4,94,94,55.65,2,164,22211,19,21.91,0.867183934276586,0.000986,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632590",4,94,94,26.71,2,131,24247,9,10.59,0.84985835694051,0.000437,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632591",4,94,94,27.64,2,133,22247,6,9.3,0.645161290322581,0.000418,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632592",4,94,94,52.43,2,165,22504,35,62.16,0.563063063063063,0.002762,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632593",4,94,94,82.77,2,188,20914,81,123.02,0.65842952365469,0.005882,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632594",4,94,94,27.55,2,132,22265,9,18.19,0.494777350192413,0.000817,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632595",4,94,94,52.86,2,165,22173,42,50.69,0.828565792069442,0.002286,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632596",4,94,94,81.58,2,187,23370,56,65.15,0.859554873369148,0.002788,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632597",4,94,94,80.99,2,185,23169,72,91.42,0.787573835047036,0.003946,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632598",4,94,94,52.43,2,164,23387,30,40.35,0.743494423791822,0.001725,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632599",4,94,94,28.65,2,136,22437,9,10.57,0.851466414380322,0.000471,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632664",4,94,94,27.44,2,133,24252,1,1.03,0.970873786407767,4.2e-05,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632665",4,94,94,53.99,2,166,21421,14,15.58,0.898587933247754,0.000727,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632992",4,93,93,86.39,2,194,24689,63,79.25,0.794952681388013,0.00321,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632993",4,93,93,57.85,2,168,24826,50,66.4,0.753012048192771,0.002675,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632994",4,93,93,31.06,2,142,25053,31,47.93,0.646776549134154,0.001913,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632995",4,93,93,30.85,2,142,24890,14,14.15,0.989399293286219,0.000569,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632996",4,93,93,58.52,2,165,24985,47,48.1,0.977130977130977,0.001925,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632997",4,93,93,82.92,2,188,24224,61,80.79,0.755043941081817,0.003335,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632998",4,93,93,82.77,2,198,24668,51,59.4,0.858585858585859,0.002408,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632999",4,93,93,57.41,2,170,24931,38,38.42,0.989068193649141,0.001541,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"633064",4,93,93,31,2,143,25154,13,13.65,0.952380952380952,0.000543,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"633065",4,93,93,55.58,2,166,24592,34,36.85,0.922659430122117,0.001498,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"633066",4,93,93,91.63,2,194,24235,62,79.82,0.776747682285142,0.003294,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"633177",4,93,93,28.22,2,139,25031,29,34.39,0.843268391974411,0.001374,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"633178",4,93,93,28.31,2,135,24595,30,30.84,0.972762645914397,0.001254,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"633179",4,93,93,55.04,2,166,24776,54,68.25,0.791208791208791,0.002755,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"633180",4,93,93,88.07,2,194,25026,68,80.68,0.842835894893406,0.003224,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2005,"633465",3,79,79,92.38,2,192,105537,294,403.67,0.728317685237942,0.003825,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2006,"633473",3,85,85,97.54,2,199,86283,512,596.91,0.857750749694259,0.006918,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2007,"633974",3,89,89,80.13,2,NA,88963,124,157.84,0.785605676634567,0.001774,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2008,"634776",3,88,88,119.36,2,211,94965,417,540.66,0.771279547220064,0.005693,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2009,"634295",3,84,84,103.08,2,205,98718,218,320.78,0.679593490866014,0.003249,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2010,"635273",3,86,86,92.56,2,198,83600,227,280.99,0.80785793088722,0.003361,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2011,"635599",3,88,88,94.49,2,196,69555,867,1029.62,0.842058235077019,0.014803,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2011,"636416",3,88,88,88.93,2,193,31249,425,494.45,0.859540904034786,0.015823,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2012,"635673",11,305,305,31.94,1,139,99888,189,244.88,0.771806599150604,0.002452,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2012,"636266",3,87,87,87.22,2,191,94927,928,1174.09,0.790399373131532,0.012368,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2012,"636267",3,78,78,61.29,2,191,97853,633,804.86,0.786472181497403,0.008225,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2013,"636641",11,307,307,27.65,1,131,91814,51,68.24,0.74736225087925,0.000743,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2013,"636642",2,35,35,52.74,2,164,94803,290,371.47,0.780682154682747,0.003918,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2013,"636643",2,35,35,83.99,2,185,94985,407,479.43,0.848924764824896,0.005047,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2014,"636790",3,70,70,93.91,2,200,96073,95,97.7,0.972364380757421,0.001017,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2014,"636791",10,301,301,32.39,1,141,97935,31,64.73,0.478912405376178,0.000661,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ R    26.0002",2014,"636792",3,61,61,55.38,2,171,95735,49,50.19,0.97629009762901,0.000524,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","COWLITZ SALMON HATCHERY",2000,"630797",6,156,156,NA,1,NA,50538,161,470.14,0.342451184753478,0.009303,"RMIS"
"COWLITZ SALMON HATCHERY","COWLITZ R    26.0002","TILTON R -SF 26.0599",1995,"635819",4,91,91,96.51,2,201,19534,12,12.84,0.934579439252336,0.000657,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","BILL CR      26.0518",1990,"633724",3,89,89,69.77,2,NA,13956,8,17.69,0.452232899943471,0.001268,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","BILL CR      26.0518",1991,"634361",5,121,121,63.88,2,NA,14085,7,8.92,0.7847533632287,0.000633,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",1990,"633938",4,93,93,69.77,2,NA,40794,52,66.8,0.778443113772455,0.001637,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",1997,"630510",3,61,61,80.28,2,NA,17901,7,8.42,0.831353919239905,0.00047,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",1998,"630534",3,67,67,113.39,2,NA,25163,202,398.1,0.507410198442602,0.015821,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",1999,"631334",2,37,37,90.71,2,NA,24660,190,287.46,0.660961525081751,0.011657,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",2000,"630796",3,80,80,56.69,2,NA,48363,84,319.35,0.263034288398309,0.006603,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",2001,"631469",3,84,84,41.99,2,NA,25209,50,114.62,0.436224044669342,0.004547,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",2002,"631975",3,75,75,47.74,2,NA,25368,66,93.66,0.704676489429853,0.003692,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",2003,"632666",3,80,80,55.99,2,NA,24829,68,102.44,0.663803201874268,0.004126,"RMIS"
"FRIENDS OF COWLITZ","COWLITZ R    26.0002","COWLITZ R    26.0002",2004,"632296",3,80,80,51.54,2,158,25021,19,20.33,0.934579439252337,0.000813,"RMIS"
