"release_group","MPR_Groupings","ExpansionStatus","Raw_Recoveries","Exp_Recoveries","SampleRate_obs","Proportion_of_group_raw_recoveries"
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","Alaska Fisheries","missing",1,NA,NA,0.00101010101010101
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","Alaska Fisheries","notmissing",112,305.4,0.366732154551408,0.113131313131313
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","Canadian Fisheries","notmissing",88,272.23,0.323256070234728,0.0888888888888889
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","Columbia commercial/treaty","notmissing",92,840.93,0.109402685122424,0.0929292929292929
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","Escapement","notmissing",491,1097.83,0.447245930608564,0.495959595959596
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","Oregon Fisheries","notmissing",4,9.26,0.431965442764579,0.00404040404040404
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","Terminal Sport","notmissing",103,734.14,0.140300215217806,0.104040404040404
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","WA Coastal Commercial/Treaty","notmissing",96,146.57,0.654977144026745,0.096969696969697
"CHELAN FALLS HATCHERY2014CHELAN R     47.0052","WA Coastal Sport","notmissing",3,5.72,0.524475524475524,0.00303030303030303
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","Alaska Fisheries","notmissing",54,146.13,0.369533976596181,0.145945945945946
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","California Fisheries","notmissing",1,1.8,0.555555555555556,0.0027027027027027
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","Canadian Fisheries","notmissing",35,118.58,0.295159386068477,0.0945945945945946
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","Columbia commercial/treaty","notmissing",54,268.21,0.201334774989747,0.145945945945946
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","Escapement","notmissing",171,371.63,0.46013508059091,0.462162162162162
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","Oregon Fisheries","notmissing",12,31.78,0.377595972309629,0.0324324324324324
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","Terminal Sport","notmissing",26,188.88,0.137653536637018,0.0702702702702703
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","WA Coastal Commercial/Treaty","notmissing",15,39.86,0.376317109884596,0.0405405405405405
"CHELAN PUD HATCHERY2007CHELAN R     47.0052","WA Coastal Sport","notmissing",2,5.73,0.349040139616056,0.00540540540540541
"CHELAN RIVER NP2008CHELAN R     47.0052","Alaska Fisheries","notmissing",122,373.08,0.327007612308352,0.127615062761506
"CHELAN RIVER NP2008CHELAN R     47.0052","California Fisheries","notmissing",6,16.55,0.362537764350453,0.00627615062761506
"CHELAN RIVER NP2008CHELAN R     47.0052","Canadian Fisheries","notmissing",131,365.92,0.358001749016178,0.137029288702929
"CHELAN RIVER NP2008CHELAN R     47.0052","Columbia commercial/treaty","notmissing",133,500.78,0.265585686329326,0.139121338912134
"CHELAN RIVER NP2008CHELAN R     47.0052","Columbia Estuary Sport","notmissing",1,3.41,0.293255131964809,0.00104602510460251
"CHELAN RIVER NP2008CHELAN R     47.0052","Escapement","notmissing",347,1288.87,0.269228083515017,0.362970711297071
"CHELAN RIVER NP2008CHELAN R     47.0052","Oregon Fisheries","notmissing",54,144.6,0.37344398340249,0.0564853556485356
"CHELAN RIVER NP2008CHELAN R     47.0052","Terminal Sport","notmissing",66,406.27,0.162453540748763,0.0690376569037657
"CHELAN RIVER NP2008CHELAN R     47.0052","WA Coastal Commercial/Treaty","notmissing",65,161.53,0.402402030582554,0.0679916317991632
"CHELAN RIVER NP2008CHELAN R     47.0052","WA Coastal Sport","notmissing",31,72.18,0.429481850928235,0.0324267782426778
"CHELAN RIVER NP2009CHELAN R     47.0052","Alaska Fisheries","notmissing",36,120.4,0.299003322259136,0.0777537796976242
"CHELAN RIVER NP2009CHELAN R     47.0052","California Fisheries","notmissing",1,2.12,0.471698113207547,0.00215982721382289
"CHELAN RIVER NP2009CHELAN R     47.0052","Canadian Fisheries","notmissing",52,171.16,0.303809301238607,0.11231101511879
"CHELAN RIVER NP2009CHELAN R     47.0052","Columbia commercial/treaty","missing",1,NA,NA,0.00215982721382289
"CHELAN RIVER NP2009CHELAN R     47.0052","Columbia commercial/treaty","notmissing",109,645.72,0.168803815895435,0.235421166306695
"CHELAN RIVER NP2009CHELAN R     47.0052","Escapement","notmissing",155,346.06,0.447899208229787,0.334773218142549
